time,rhum,wdir,wspd
2015-07-18 00:00:00,87.0,220.0,11.2
2015-07-18 01:00:00,85.0,230.0,13.0
2015-07-18 02:00:00,88.0,230.0,13.0
2015-07-18 03:00:00,87.0,240.0,13.0
2015-07-18 04:00:00,88.0,230.0,14.8
2015-07-18 05:00:00,85.0,250.0,18.4
2015-07-18 06:00:00,87.0,240.0,14.8
2015-07-18 07:00:00,87.0,240.0,14.8
2015-07-18 08:00:00,85.0,220.0,11.2
2015-07-18 09:00:00,76.0,250.0,14.8
2015-07-18 10:00:00,74.0,250.0,11.2
2015-07-18 11:00:00,72.0,250.0,11.2
2015-07-18 12:00:00,72.0,230.0,9.4
2015-07-18 13:00:00,73.0,240.0,14.8
2015-07-18 14:00:00,70.0,310.0,7.6
2015-07-18 15:00:00,64.0,280.0,11.2
2015-07-18 16:00:00,71.0,240.0,20.5
2015-07-18 17:00:00,84.0,230.0,16.6
2015-07-18 18:00:00,77.0,220.0,14.8
2015-07-18 19:00:00,82.0,250.0,11.2
2015-07-18 20:00:00,70.0,230.0,11.2
2015-07-18 21:00:00,72.0,210.0,11.2
2015-07-18 22:00:00,74.0,220.0,14.8
2015-07-18 23:00:00,79.0,250.0,16.6
2015-07-19 00:00:00,94.0,220.0,13.0
2015-07-19 01:00:00,94.0,220.0,9.4
2015-07-19 02:00:00,94.0,210.0,13.0
2015-07-19 03:00:00,97.0,220.0,7.6
2015-07-19 04:00:00,94.0,240.0,11.2
2015-07-19 05:00:00,94.0,250.0,14.8
2015-07-19 06:00:00,94.0,250.0,11.2
2015-07-19 07:00:00,91.0,240.0,13.0
2015-07-19 08:00:00,89.0,240.0,16.6
2015-07-19 09:00:00,85.0,240.0,14.8
2015-07-19 10:00:00,77.0,270.0,11.2
2015-07-19 11:00:00,80.0,230.0,16.6
2015-07-19 12:00:00,77.0,240.0,18.4
2015-07-19 13:00:00,78.0,240.0,16.6
2015-07-19 14:00:00,72.0,240.0,22.3
2015-07-19 15:00:00,71.0,240.0,20.5
2015-07-19 16:00:00,71.0,240.0,20.5
2015-07-19 17:00:00,84.0,230.0,16.6
2015-07-19 18:00:00,77.0,220.0,14.8
2015-07-19 19:00:00,82.0,250.0,11.2
2015-07-19 20:00:00,70.0,230.0,11.2
2015-07-19 21:00:00,79.0,210.0,9.4
2015-07-19 22:00:00,85.0,250.0,11.2
2015-07-19 23:00:00,78.0,270.0,13.0
2015-07-20 00:00:00,76.0,230.0,9.4
2015-07-20 01:00:00,84.0,260.0,9.4
2015-07-20 02:00:00,78.0,270.0,7.6
2015-07-20 03:00:00,84.0,None,5.4
2015-07-20 04:00:00,87.0,290.0,5.4
2015-07-20 05:00:00,87.0,None,0.0
2015-07-20 06:00:00,93.0,250.0,7.6
2015-07-20 07:00:00,90.0,270.0,9.4
2015-07-20 08:00:00,83.0,250.0,9.4
2015-07-20 09:00:00,76.0,None,0.0
2015-07-20 10:00:00,69.0,250.0,7.6
2015-07-20 11:00:00,64.0,None,7.6
2015-07-20 12:00:00,60.0,220.0,13.0
2015-07-20 13:00:00,58.0,None,11.2
2015-07-20 14:00:00,55.0,250.0,14.8
2015-07-20 15:00:00,55.0,240.0,11.2
2015-07-20 16:00:00,53.0,240.0,20.5
2015-07-20 17:00:00,54.0,250.0,16.6
2015-07-20 18:00:00,57.0,270.0,14.8
2015-07-20 19:00:00,61.0,280.0,11.2
2015-07-20 20:00:00,69.0,None,0.0
2015-07-20 21:00:00,74.0,250.0,9.4
2015-07-20 22:00:00,74.0,260.0,7.6
2015-07-20 23:00:00,79.0,260.0,7.6
2015-07-21 00:00:00,72.0,270.0,7.6
2015-07-21 01:00:00,74.0,270.0,9.4
2015-07-21 02:00:00,79.0,230.0,7.6
2015-07-21 03:00:00,82.0,240.0,9.4
2015-07-21 04:00:00,84.0,240.0,11.2
2015-07-21 05:00:00,82.0,260.0,9.4
2015-07-21 06:00:00,84.0,270.0,11.2
2015-07-21 07:00:00,91.0,280.0,7.6
2015-07-21 08:00:00,83.0,None,11.2
2015-07-21 09:00:00,83.0,None,9.4
2015-07-21 10:00:00,83.0,30.0,14.8
2015-07-21 11:00:00,71.0,20.0,14.8
2015-07-21 12:00:00,68.0,350.0,11.2
2015-07-21 13:00:00,68.0,340.0,14.8
2015-07-21 14:00:00,64.0,None,9.4
2015-07-21 15:00:00,60.0,340.0,13.0
2015-07-21 16:00:00,58.0,None,11.2
2015-07-21 17:00:00,49.0,310.0,9.4
2015-07-21 18:00:00,46.0,320.0,9.4
2015-07-21 19:00:00,47.0,300.0,9.4
2015-07-21 20:00:00,49.0,310.0,13.0
2015-07-21 21:00:00,56.0,290.0,9.4
2015-07-21 22:00:00,66.0,290.0,7.6
2015-07-21 23:00:00,68.0,240.0,7.6
2015-07-22 00:00:00,64.0,310.0,18.4
2015-07-22 01:00:00,66.0,310.0,16.6
2015-07-22 02:00:00,66.0,340.0,18.4
2015-07-22 03:00:00,66.0,340.0,9.4
2015-07-22 04:00:00,63.0,10.0,13.0
2015-07-22 05:00:00,70.0,40.0,5.4
2015-07-22 06:00:00,77.0,None,0.0
2015-07-22 07:00:00,78.0,None,5.4
2015-07-22 08:00:00,73.0,300.0,9.4
2015-07-22 09:00:00,66.0,None,5.4
2015-07-22 10:00:00,62.0,310.0,9.4
2015-07-22 11:00:00,62.0,None,9.4
2015-07-22 12:00:00,58.0,None,5.4
2015-07-22 13:00:00,52.0,None,7.6
2015-07-22 14:00:00,54.0,None,7.6
2015-07-22 15:00:00,52.0,310.0,9.4
2015-07-22 16:00:00,53.0,340.0,5.4
2015-07-22 17:00:00,53.0,340.0,7.6
2015-07-22 18:00:00,54.0,None,0.0
2015-07-22 19:00:00,51.0,300.0,5.4
2015-07-22 20:00:00,56.0,None,7.6
2015-07-22 21:00:00,58.0,340.0,13.0
2015-07-22 22:00:00,58.0,330.0,13.0
2015-07-22 23:00:00,60.0,None,11.2
2016-07-18 00:00:00,74.0,210.0,13.0
2016-07-18 01:00:00,74.0,220.0,14.8
2016-07-18 02:00:00,74.0,210.0,18.4
2016-07-18 03:00:00,79.0,230.0,16.6
2016-07-18 04:00:00,74.0,230.0,18.4
2016-07-18 05:00:00,84.0,290.0,42.5
2016-07-18 06:00:00,94.0,230.0,13.0
2016-07-18 07:00:00,100.0,200.0,7.6
2016-07-18 08:00:00,94.0,230.0,14.8
2016-07-18 09:00:00,89.0,240.0,16.6
2016-07-18 10:00:00,84.0,240.0,14.8
2016-07-18 11:00:00,79.0,260.0,18.4
2016-07-18 12:00:00,70.0,280.0,18.4
2016-07-18 13:00:00,74.0,330.0,14.8
2016-07-18 14:00:00,70.0,310.0,16.6
2016-07-18 15:00:00,66.0,290.0,16.6
2016-07-18 16:00:00,66.0,290.0,14.8
2016-07-18 17:00:00,59.0,310.0,14.8
2016-07-18 18:00:00,66.0,320.0,9.4
2016-07-18 19:00:00,70.0,310.0,9.4
2016-07-18 20:00:00,62.0,360.0,5.4
2016-07-18 21:00:00,70.0,320.0,7.6
2016-07-18 22:00:00,79.0,290.0,7.6
2016-07-18 23:00:00,78.0,290.0,7.6
2016-07-19 00:00:00,78.0,270.0,7.6
2016-07-19 01:00:00,74.0,270.0,9.4
2016-07-19 02:00:00,78.0,290.0,11.2
2016-07-19 03:00:00,83.0,30.0,7.6
2016-07-19 04:00:00,88.0,None,0.0
2016-07-19 05:00:00,83.0,90.0,5.4
2016-07-19 06:00:00,94.0,100.0,5.4
2016-07-19 07:00:00,88.0,None,0.0
2016-07-19 08:00:00,83.0,200.0,7.6
2016-07-19 09:00:00,74.0,240.0,9.4
2016-07-19 10:00:00,70.0,290.0,5.4
2016-07-19 11:00:00,74.0,320.0,14.8
2016-07-19 12:00:00,78.0,360.0,13.0
2016-07-19 13:00:00,74.0,350.0,7.6
2016-07-19 14:00:00,70.0,None,7.6
2016-07-19 15:00:00,57.0,360.0,9.4
2016-07-19 16:00:00,52.0,310.0,9.4
2016-07-19 17:00:00,52.0,320.0,9.4
2016-07-19 18:00:00,55.0,10.0,9.4
2016-07-19 19:00:00,66.0,90.0,18.4
2016-07-19 20:00:00,74.0,100.0,14.8
2016-07-19 21:00:00,78.0,80.0,13.0
2016-07-19 22:00:00,73.0,80.0,18.4
2016-07-19 23:00:00,69.0,110.0,13.0
2016-07-20 00:00:00,69.0,100.0,9.4
2016-07-20 01:00:00,73.0,100.0,9.4
2016-07-20 02:00:00,83.0,100.0,9.4
2016-07-20 03:00:00,78.0,160.0,11.2
2016-07-20 04:00:00,78.0,160.0,9.4
2016-07-20 05:00:00,83.0,None,0.0
2016-07-20 06:00:00,77.0,140.0,5.4
2016-07-20 07:00:00,78.0,None,0.0
2016-07-20 08:00:00,73.0,None,0.0
2016-07-20 09:00:00,65.0,170.0,5.4
2016-07-20 10:00:00,51.0,160.0,11.2
2016-07-20 11:00:00,48.0,140.0,9.4
2016-07-20 12:00:00,45.0,120.0,9.4
2016-07-20 13:00:00,45.0,130.0,7.6
2016-07-20 14:00:00,45.0,None,7.6
2016-07-20 15:00:00,43.0,120.0,13.0
2016-07-20 16:00:00,48.0,70.0,14.8
2016-07-20 17:00:00,48.0,70.0,18.4
2016-07-20 18:00:00,45.0,110.0,16.6
2016-07-20 19:00:00,51.0,110.0,20.5
2016-07-20 20:00:00,58.0,110.0,14.8
2016-07-20 21:00:00,65.0,110.0,9.4
2016-07-20 22:00:00,69.0,130.0,11.2
2016-07-20 23:00:00,61.0,130.0,7.6
2016-07-21 00:00:00,61.0,150.0,13.0
2016-07-21 01:00:00,61.0,150.0,9.4
2016-07-21 02:00:00,65.0,150.0,11.2
2016-07-21 03:00:00,69.0,130.0,7.6
2016-07-21 04:00:00,73.0,190.0,7.6
2016-07-21 05:00:00,78.0,210.0,9.4
2016-07-21 06:00:00,78.0,210.0,9.4
2016-07-21 07:00:00,83.0,210.0,7.6
2016-07-21 08:00:00,74.0,220.0,9.4
2016-07-21 09:00:00,70.0,220.0,11.2
2016-07-21 10:00:00,66.0,220.0,13.0
2016-07-21 11:00:00,59.0,220.0,16.6
2016-07-21 12:00:00,56.0,240.0,14.8
2016-07-21 13:00:00,53.0,250.0,16.6
2016-07-21 14:00:00,53.0,220.0,22.3
2016-07-21 15:00:00,53.0,230.0,20.5
2016-07-21 16:00:00,50.0,240.0,24.1
2016-07-21 17:00:00,56.0,230.0,18.4
2016-07-21 18:00:00,56.0,250.0,16.6
2016-07-21 19:00:00,59.0,220.0,13.0
2016-07-21 20:00:00,59.0,250.0,20.5
2016-07-21 21:00:00,66.0,280.0,22.3
2016-07-21 22:00:00,70.0,240.0,7.6
2016-07-21 23:00:00,74.0,210.0,9.4
2016-07-22 00:00:00,79.0,230.0,13.0
2016-07-22 01:00:00,74.0,220.0,13.0
2016-07-22 02:00:00,74.0,220.0,16.6
2016-07-22 03:00:00,70.0,220.0,14.8
2016-07-22 04:00:00,74.0,210.0,18.4
2016-07-22 05:00:00,74.0,220.0,18.4
2016-07-22 06:00:00,79.0,240.0,20.5
2016-07-22 07:00:00,84.0,240.0,20.5
2016-07-22 08:00:00,84.0,240.0,13.0
2016-07-22 09:00:00,79.0,240.0,16.6
2016-07-22 10:00:00,75.0,280.0,11.2
2016-07-22 11:00:00,67.0,280.0,9.4
2016-07-22 12:00:00,67.0,330.0,7.6
2016-07-22 13:00:00,63.0,320.0,13.0
2016-07-22 14:00:00,63.0,340.0,16.6
2016-07-22 15:00:00,53.0,330.0,11.2
2016-07-22 16:00:00,50.0,10.0,5.4
2016-07-22 17:00:00,50.0,340.0,5.4
2016-07-22 18:00:00,53.0,None,5.4
2016-07-22 19:00:00,56.0,10.0,7.6
2016-07-22 20:00:00,56.0,None,0.0
2016-07-22 21:00:00,66.0,None,0.0
2016-07-22 22:00:00,74.0,None,0.0
2016-07-22 23:00:00,79.0,None,0.0
2017-07-18 00:00:00,70,157.5,3
2017-07-18 01:00:00,73,None,0
2017-07-18 02:00:00,75,None,0
